Entry,OR_num,Labcode,Labcode_cmt,Site name,Site name_cmt,Probable correct site name,Site name in English,Corrected_name,location accuracy score (1=best),location_cmt,Lat,Long,location_recorder,per,Abb_Name,Prov,City,Sample name,Context,Context2,Context_cmt,Material,Materail_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,collected_season,SUBPHASE,SUBPHASE_cmt,seed_association,seed_cmt,Reference,Remark,dist_to_coast
104,OR90,SNU01-161,,동삼동 정화지역,,,Dongsamdong,,1,"동삼동 750-5, 750-6번지",35.07093,129.079771,HK,,,경남,부산,,strat,8층(흑색부식토층) 융기문 지료로 한 단순문화층,,bone ,partially charred,-22.2,,4400,40,Bae_et_al_2013,IC,,,,부산박물관 2007 동삼동패총정화지역 발굴조사보고서,"Rows of differenet dates from Bae seems to be mixed, thus will use So's data",74.4650291694999
105,OR91,SNU01-162,,동삼동 정화지역,,,Dongsamdong,,1,"동삼동 750-5, 750-6번지",35.07093,129.079771,HK,,,부산,부산,,strat,9층(혼패층) 8층과 유사 융기문토기 문화층,,bone,,-14.3,,6910,60,Bae_et_al_2013,IC,,,,부산박물관 2007 동삼동패총정화지역 발굴조사보고서,"Rows of differenet dates from Bae seems to be mixed, thus will use So's data",74.4650291694999
106,OR92,SNU01-163,,동삼동 정화지역,,,Dongsamdong,,1,"동삼동 750-5, 750-6번지",35.07093,129.079771,HK,,,경남,부산,,strat,9층(혼패층) 8층과 유사 융기문토기 문화층,,charcoal,,-24.5,,5910,50,Bae_et_al_2013,IC,,,,부산박물관 2007 동삼동패총정화지역 발굴조사보고서,"Rows of differenet dates from Bae seems to be mixed, thus will use So's data",74.4650291694999
107,OR93,KRPDS-1,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,부산,부산,,,,,bone,,,,4580,40,Bae_et_al_2013,,,,,,,74.4650291694999
108,OR94,KRPDS-2,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,부산,부산,,,,,bone,,,,4855,40,Bae_et_al_2013,,,,,,,74.4650291694999
109,OR95,KRPDS-3,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,부산,부산,,,,,bone,wild boar,,,4610,40,Bae_et_al_2013,,,,,,,74.4650291694999
110,OR96,KRPDS-4,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,부산,부산,,,,,bone,whale,,,6075,40,Bae_et_al_2013,,,,,,,74.4650291694999
111,OR97,KRPDS-5,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,부산,부산,,,,,bone,dog,,,5085,40,Bae_et_al_2013,,,,,,,74.4650291694999
112,OR98,KRPDS-6,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,부산,부산,,,,,bone,deer,,,4410,40,Bae_et_al_2013,,,,,,,74.4650291694999
113,OR99,KRPDS-7,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,부산,부산,,,,,bone,wild boar,,,4520,40,Bae_et_al_2013,,,,,,,74.4650291694999
114,OR100,KRPDS-9,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,부산,부산,,,,,bone,eared sea lion,,,5680,,Bae_et_al_2013,,,,,,,74.4650291694999
115,OR101,KRPDS-10,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,부산,부산,,,,,bone,whale,,,5400,40,Bae_et_al_2013,,,,,,,74.4650291694999
116,OR102,SNU01-182,,진안 진그늘,,,jingueneul,,1,정천면 모정리 1852,35.886225,127.472179,HL,,,전북,진안,,stone accumulation,1호 적석유구,,charcoal,,,,4040,100,Bae_et_al_2013,MC,,,,조선대박물관 2005:217-221 진안 진그늘 선사유적,,57897.0881255999
117,OR103,SNU01-183,,진안 진그늘,,,jingueneul,,1,정천면 모정리 1852,35.886225,127.472179,HL,,,전북,진안,,ditch,ㄷ꼴 유구,,charcoal,,,,4500,120,Bae_et_al_2013,MC,,,,조선대박물관 2005:217-221 진안 진그늘 선사유적,,57897.0881255999
118,OR104,SNU01-184,,진안 진그늘,,,jingueneul,,1,정천면 모정리 1852,35.886225,127.472179,HL,,,전북,진안,,house,5호주거지 바닥,,charcoal,,,,3700,100,Bae_et_al_2013,,,,,,,57897.0881255999
119,OR105,SNU02-455,,남북동,,,Nambukdong,,1,,37.46085,126.410825,HK,,,경기,인천,,hearth,"Hearth 3 (Layer IV, from burnt soil loci under stone pile)",,charcoal,,,,3500,40,Bae_et_al_2013,LC,절대연대는 이르게 나왔으나 어골문 토기문양상 는들유적보다 시기가 늦을 가능성이 크며 대체로 기원전 3000기 중반으로 보왔음,,,서울대박물관 2006:12-13,,2085.06762458
120,OR106,SNU02-456,,남북동,,,Nambukdong,,1,,37.46085,126.410825,HK,,,경기,인천,,hearth,"Hearth 3 (Layer IV, from burnt soil loci under stone pile, 15 cm below from the upper layer)",,charcoal,,,,3840,40,Bae_et_al_2013,LC,절대연대는 이르게 나왔으나 어골문 토기문양상 는들유적보다 시기가 늦을 가능성이 크며 대체로 기원전 3000기 중반으로 보왔음,,,서울대박물관 2006:12-13,,2085.06762458
121,OR107,SNU02-457,,남북동,,,Nambukdong,,1,,37.46085,126.410825,HK,,,경기,인천,,hearth,"Hearth 32-1 (which is an extension from hearth 32, Layer VI, from burnt soil loci under stone pile)",,charcoal,,,,4440,50,Bae_et_al_2013,LC,절대연대는 이르게 나왔으나 어골문 토기문양상 는들유적보다 시기가 늦을 가능성이 크며 대체로 기원전 3000기 중반으로 보왔음,,,서울대박물관 2006:12-13,,2085.06762458
122,OR108,SNU02-458,,남북동,,,Nambukdong,,1,,37.46085,126.410825,HK,,,경기,인천,,hearth,"Hearth 32 (Layer VI, from burnt soil loci under stone pile)",,charcoal,,,,4450,50,Bae_et_al_2013,LC,절대연대는 이르게 나왔으나 어골문 토기문양상 는들유적보다 시기가 늦을 가능성이 크며 대체로 기원전 3000기 중반으로 보왔음,,,서울대박물관 2006:12-13,,2085.06762458
123,OR109,SNU02-459,,남북동,,,Nambukdong,,1,,37.46085,126.410825,HK,,,경기,인천,,hearth,"Hearth 50 (Layer IV, from burnt soil loci under stone pile)",,charcoal,,,,4650,40,Bae_et_al_2013,LC,절대연대는 이르게 나왔으나 어골문 토기문양상 는들유적보다 시기가 늦을 가능성이 크며 대체로 기원전 3000기 중반으로 보왔음,,,서울대박물관 2006:12-13,,2085.06762458
124,OR110,SNU02-460,,남북동,,,Nambukdong,,1,,37.46085,126.410825,HK,,,경기,인천,,hearth,"small hearth adjacent to Hearth 50 (Layer IV, from burnt soil loci under stone pile)",,charcoal,,,,4700,60,Bae_et_al_2013,LC,절대연대는 이르게 나왔으나 어골문 토기문양상 는들유적보다 시기가 늦을 가능성이 크며 대체로 기원전 3000기 중반으로 보왔음,,,서울대박물관 2006:12-13,,2085.06762458
125,OR111,SNU02-461,,남북동,,,Nambukdong,,1,,37.46085,126.410825,HK,,,경기,인천,,hearth,"Hearth 52 (Layer IV, from burnt soil loci under stone pile)",,charcoal,,,,4620,60,Bae_et_al_2013,LC,절대연대는 이르게 나왔으나 어골문 토기문양상 는들유적보다 시기가 늦을 가능성이 크며 대체로 기원전 3000기 중반으로 보왔음,,,서울대박물관 2006:12-13,,2085.06762458
127,OR113,SNU02-462?,,용유도 을왕동,,,Yongyudo Eulwangdong,,1,"해안선 변화로 정확한 위치는 불명하나, 좌표의 위치라 사료됨",37.46216,126.393779,HK,,,경기,인천,,hearth,I 지구 5호 노지,,charcoal,,-28,,3810,40,Bae_et_al_2013,LC_or_FC,"Latest in central west; 반관통의 공열문을 시문한 빗살문 토기; 오이도 가운데살막B패총, 삼목도I애서도 확인",,,서울대박물관 2006:12-13,,1860.24808198999
128,OR114,SNU02-?,,용유도 을왕동,,,Yongyudo Eulwangdong,,1,"해안선 변화로 정확한 위치는 불명하나, 좌표의 위치라 사료됨",37.46216,126.393779,HK,,,경기,인천,,strat,"Trench NS-II, Shell midden 2",,shell,oyster,0.3,,4010,60,Bae_et_al_2013,LC_or_FC,"Latest in central west; 반관통의 공열문을 시문한 빗살문 토기; 오이도 가운데살막B패총, 삼목도I애서도 확인",,,서울대박물관 2006:12-13,,1860.24808198999
129,OR115,SNU02-?,,용유도 을왕동,,,Yongyudo Eulwangdong,,1,"해안선 변화로 정확한 위치는 불명하나, 좌표의 위치라 사료됨",37.46216,126.393779,HK,,,경기,인천,,strat,"Trench NS-IV, shellmidden 8",,shell,oyster,-0.2,,4080,60,Bae_et_al_2013,LC_or_FC,"Latest in central west; 반관통의 공열문을 시문한 빗살문 토기; 오이도 가운데살막B패총, 삼목도I애서도 확인",,,서울대박물관 2006:12-13,,1860.24808198999
131,OR117,SNU02-477,,동호동,,,Donghodong,,1,"대구광역시 북구 동호동 477번지 유적 (영남문화재연구원, 2005) 위치를 사용하였으나, 이 유적은 청동기,삼국 유적",35.96059,128.558791,HK,,,경북,대구,,,DDC3,,charcoal,,,,4700,40,Bae_et_al_2013,,,,,,,73687.3736678999
132,OR118,SNU01-395,,동호동,,,Donghodong,,1,"대구광역시 북구 동호동 477번지 유적 (영남문화재연구원, 2005) 위치를 사용하였으나, 이 유적은 청동기,삼국 유적",35.96059,128.558791,HK,,,경북,대구,,,,,charcoal,,,,3760,40,Bae_et_al_2013,,,,,,,73687.3736678999
133,OR119,SNU02-213,,하화계리,,,Hahaegyeri,,2,위치는 하화계리·철정리·역내리 강원문화재연구소 2005을 참고하였으나 본보고서에는 탄소연대 없음,37.681475,127.858526,HK,,,강원,홍천,,,,,charcoal,,,,3630,110,Bae_et_al_2013,,,,,,,68716.4740028999
134,OR120,SNU02-319,,하화계리,,,Hahaegyeri,,2,위치는 하화계리·철정리·역내리 강원문화재연구소 2005을 참고하였으나 본보고서에는 탄소연대 없음,37.681475,127.858526,HK,,,강원,홍천,,,,,charcoal,,,,4450,60,Bae_et_al_2013,,,,,,,68716.4740028999
135,OR121,SNU02-395,대덕1,관평동,,,Gwanpyeongdong,,1,"관평동 태크노밸리 (청동기유적)의 좌표를 사용하였으나, 정확한 신석기 유구의 위치는 추가확인필요",36.419974,127.381367,HK,,,충남,대전,,house,1지구 2호주거지,,charcoal,,,,4250,50,Jul 2020 (Kim),,,,,,,66917.3233053
136,OR122,SNU02-396,대덕2,관평동,,,Gwanpyeongdong,,1,"관평동 태크노밸리 (청동기유적)의 좌표를 사용하였으나, 정확한 신석기 유구의 위치는 추가확인필요",36.419974,127.381367,HK,,,충남,대전,,house,1지구 2호주거지,,charcoal,,,,4410,80,Jul 2020 (Kim),,,,,,,66917.3233053
137,OR123,SNU02-397,대덕3,관평동,,,Gwanpyeongdong,,1,"관평동 태크노밸리 (청동기유적)의 좌표를 사용하였으나, 정확한 신석기 유구의 위치는 추가확인필요",36.419974,127.381367,HK,,,충남,대전,,house,1지구 2호주거지,,charcoal,,,,4370,60,Jul 2020 (Kim),,,,,,,66917.3233053
138,OR124,SNU02-449,,산단리,,,Sandanri,,1,Kim and Bae 2010 참조,36.583236,127.349959,HK,,,충남,대전,,,,,charcoal,,,,4490,70,Bae_et_al_2013,,,,,,,51836.1717857999
139,OR125,SNU02-713,,장흥 신풍,,,Jangheung Shinpung,,1,,34.800592,126.843544,HK,,,,,,stonecist burial,지석묘 묘실내부,,charcoal,,-35,,4680,70,Jul 2020 (Kim),,,,,신풍I 호남문화재연구원 2005,is not a neolithic feature,18525.2951872
140,OR126,SNU02-?,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,,,temper,,,,6230,320,Bae_et_al_2013,,,,,original source? did not see in the report,,200.946517228
141,OR127,SNU02-?,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,,,temper,,,,6010,60,Bae_et_al_2013,,,,,original source? did not see in the report,,200.946517228
142,OR128,AA-38105,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,,,temper,,,,10180,65,Bae_et_al_2013,,,,,"박근태 2012:24, So says material is charcoal",,200.946517228
143,OR129,AA-38106,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,,,temper,,,,4480,45,Bae_et_al_2013,,,,,original source? did not see in the report,,200.946517228
144,OR130,SNU03-296,,밀양 살내,,,Salnae,,1,,35.49571,128.784416,HK,,,경남,밀양,,pit,13호수혈(야외노지),,charcoal,,-27.5,,4960,40,Bae_et_al_2013,EC,,,,경남발전연구원 2005:355-346.,context corrected with So's info,33413.2973165
145,OR131,SNU03-34,,화대리,,,Hwadaeri,,1,,37.98228,127.3331,HK,,,경기,포천,,,,,,,,,4870,40,Bae_et_al_2013,,,,,,,36437.0651287
146,OR132,SNU03-633,,오이도 안말,,,Anmal-Oido,,1,"오이도 뒷살막 패총 (2002, 서울대학교박물관) 지도 참조",37.347473,126.694168,HK,,,경기,시흥,,outdoor hearth,2nd outdoor of A site,,charcoal,,,,4880,60,Bae_et_al_2013,,,,,,,172.771125436999
147,OR133,SNU03-634,,오이도 안말,,,Anmal-Oido,,1,"오이도 뒷살막 패총 (2002, 서울대학교박물관) 지도 참조",37.347473,126.694168,HK,,,경기,시흥,,outdoor hearth,24th outdoor of A site,,charcoal,,,,5140,80,Bae_et_al_2013,,,,,,,172.771125436999
148,OR134,SNU03-635,,오이도 안말,,,Anmal-Oido,,1,"오이도 뒷살막 패총 (2002, 서울대학교박물관) 지도 참조",37.347473,126.694168,HK,,,경기,시흥,,outdoor hearth,27th outdoor of A site,,charcoal,,,,4690,60,Bae_et_al_2013,,,,,,,172.771125436999
149,OR135,SNU03-636,,오이도 안말,,,Anmal-Oido,,1,"오이도 뒷살막 패총 (2002, 서울대학교박물관) 지도 참조",37.347473,126.694168,HK,,,경기,시흥,,outdoor hearth,27th outdoor of A site,,charcoal,,,,4700,60,Bae_et_al_2013,,,,,,,172.771125436999
150,OR136,SNU03-637,,오이도 안말,,,Anmal-Oido,,1,"오이도 뒷살막 패총 (2002, 서울대학교박물관) 지도 참조",37.347473,126.694168,HK,,,경기,시흥,,outdoor hearth,30th outdoor of A site,,charcoal,,,,4710,50,Bae_et_al_2013,,,,,,,172.771125436999
151,OR137,SNU03-899,,내흥동,,,Naeheungdong,,1,신석기문화층이 발견된 2지점 위치사용,36.001764,126.760241,HK,,,전북,군산,,pit,원형수혈유구,,charcoal,,-33.3,,3880,60,Jul 2020 (Kim),,,,,충청문화재연구원 2006(Ⅱ):109-115.,,630.677440424999
152,OR138,SNU04-409,,연당 쌍굴,,,Ssanggol-Yeondang,,1,,37.18836,128.406844,HK,,,강원,평창,,,1-1 charcoal,,,,,,3520,80,Bae_et_al_2013,,,,,,,71882.6108073
154,OR140,SNU04-410,,연당 쌍굴,,,Ssanggol-Yeondang,,1,,37.18836,128.406844,HK,,,강원,평창,,,1-2 charcoal,,,,,,4350,70,Bae_et_al_2013,,,,,,,71882.6108073
157,OR143,SNU04-698,,역내리,,,Yeuknari,,1,,37.8326,128.012957,HK,,,강원,홍천,,house,1호주거지,,,,,,4100,80,Bae_et_al_2013,,,,,,하화계리·철정리·역내리 강원문화재연구소 2005 에 해당연대 없음,52503.4197401999
158,OR144,SNU04-699,,역내리,,,Yeuknari,,1,,37.8326,128.012957,HK,,,강원,홍천,,house,2호주거지,,,,,,4190,60,Bae_et_al_2013,,,,,,하화계리·철정리·역내리 강원문화재연구소 2005 에 해당연대 없음,52503.4197401999
159,OR145,SNU04-700,,역내리,,,Yeuknari,,1,,37.8326,128.012957,HK,,,강원,홍천,,house,3rd dwelling 21,,,,,,4350,60,Bae_et_al_2013,,,,,,하화계리·철정리·역내리 강원문화재연구소 2005 에 해당연대 없음,52503.4197401999
160,OR146,SNU04-701,,역내리,,,Yeuknari,,1,,37.8326,128.012957,HK,,,강원,홍천,,,,,,,,,4230,60,Bae_et_al_2013,,,,,,하화계리·철정리·역내리 강원문화재연구소 2005 에 해당연대 없음,52503.4197401999
161,OR147,SNU04-702,,역내리,,,Yeuknari,,1,,37.8326,128.012957,HK,,,강원,홍천,,,,,,,,,4100,60,Bae_et_al_2013,,,,,,하화계리·철정리·역내리 강원문화재연구소 2005 에 해당연대 없음,52503.4197401999
162,OR148,SNU04-703,,역내리,,,Yeuknari,,1,,37.8326,128.012957,HK,,,강원,홍천,,,,,,,,,3890,60,Bae_et_al_2013,,,,,,하화계리·철정리·역내리 강원문화재연구소 2005 에 해당연대 없음,52503.4197401999
163,OR149,SNU04-704,,역내리,,,Yeuknari,,1,,37.8326,128.012957,HK,,,강원,홍천,,,,,,,,,4130,60,Bae_et_al_2013,,,,,,하화계리·철정리·역내리 강원문화재연구소 2005 에 해당연대 없음,52503.4197401999
164,OR150,SNU05-799,,까치산 패총,,,Kkachisan,,1,,37.66406,125.708612,HK,,,인천,인천,,strat,D2 pit V layer12,,bone,dog,,,5520,50,Bae_et_al_2013,,,,,,,23291.0497507
165,OR151,SNU05-802,,까치산 패총,,,Kkachisan,,1,,37.66406,125.708612,HK,,,경기,인천,,strat,"1 B4 pit railing (kyoran) Brown (?) shell midden, shell sample",,,human bone or shell,,,4580,60,Bae_et_al_2013,,,,,,,23291.0497507
166,OR152,SNU05-A017,,까치산 패총,,,Kkachisan,,1,,37.66406,125.708612,HK,,,경기,인천,,strat,X-2 layer of B3 pit,,shell,,,,5020,40,Bae_et_al_2013,,,,,,,23291.0497507
167,OR153,SNU05-A018,,까치산 패총,,,Kkachisan,,1,,37.66406,125.708612,HK,,,경기,인천,,strat,IX-6 layer of B3 pit,,shell,,,,5250,70,Bae_et_al_2013,,,,,,,23291.0497507
168,OR154,SNU05-A019,,까치산 패총,,,Kkachisan,,1,,37.66406,125.708612,HK,,,경기,인천,,strat,IX-5 layer of B3 pit,,shell,,,,5370,70,Bae_et_al_2013,,,,,,,23291.0497507
169,OR155,SNU05-A020,,까치산 패총,,,Kkachisan,,1,,37.66406,125.708612,HK,,,경기,인천,,strat,VII-1 layer of B3 pit,,shell,,,,5060,110,Bae_et_al_2013,,,,,,,23291.0497507
170,OR156,SNU05-A021,,까치산 패총,,,Kkachisan,,1,,37.66406,125.708612,HK,,,경기,인천,,strat,V-15 layer of bulk between D3 pit with D4 pit,,shell,,,,5090,50,Bae_et_al_2013,,,,,,,23291.0497507
171,OR157,SNU03-255,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM01-1,house,House 1 infill,,charcoal,,,,4700,40,Bae_et_al_2013,MC,삼목도의 동일문계토기는 기존에 알려진 개체보다 연대가 이르며 구분문계 토기와 함께 사용; 갈돌형태는 양단 돌출형이 아니라 봉상형으로 수기단계보다 이른시기의 양상,,,서울대학교 박물관 2009,,1127.22488088999
172,OR158,SNU03-256,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM01-2,house,House 1 floor,,charcoal,,,,4780,40,Bae_et_al_2013,MC,,,,서울대학교 박물관 2009,,1127.22488088999
173,OR159,SNU03-257,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM02-1,house,House 2 infill,,charcoal,,,,4670,80,Bae_et_al_2013,MC,,,,서울대학교 박물관 2009,,1127.22488088999
174,OR160,SNU03-258,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM02-2,house,House 2 hearth,,charcoal,,,,4800,80,Bae_et_al_2013,MC,,,,서울대학교 박물관 2009,,1127.22488088999
175,OR161,SNU03-259,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM03-1,house,House 3 infill,,charcoal,,,,4610,40,Bae_et_al_2013,MC,,,,서울대학교 박물관 2009,,1127.22488088999
176,OR162,SNU03-260,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM04-1,house,House 4 infill,,charcoal,,,,4340,50,Bae_et_al_2013,MC,,,,서울대학교 박물관 2009,,1127.22488088999
177,OR163,SNU03-261,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM04-2,house,House 4 floor,,charcoal,,,,4310,80,Bae_et_al_2013,MC,,,,서울대학교 박물관 2009,,1127.22488088999
178,OR164,SNU03-262,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM05-1,house,House 5 upper layer,,charcoal,,,,4540,50,Bae_et_al_2013,MC,,,,서울대학교 박물관 2009,,1127.22488088999
179,OR165,SNU03-263,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM05-2,house,House 5 floor,,charcoal,,,,4510,50,Bae_et_al_2013,MC,,,,서울대학교 박물관 2009,,1127.22488088999
180,OR166,SNU03-264,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM08-1,house,House 8 infill,,charcoal,,,,4480,60,Bae_et_al_2013,MC,사선대문 토기,,,서울대학교 박물관 2009,,1127.22488088999
181,OR167,SNU05-741,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,삼목도 11,house,11호 주거지 3층,,charcoal,,-33.12,,4530,50,Bae_et_al_2013,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,,,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",,1127.22488088999
182,OR168,SNU05-742,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,삼목도 1-1,stone accumulation,1호 집석유구,,charcoal,,-15.98,,3830,50,Bae_et_al_2013,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,,,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",,1127.22488088999
