Entry,Labcode,Labcode_cmt,Labcode_cmt2,Site name,Site name_cmt,Probable correct site name,Site name in English,Corrected_name,location accuracy score (1=best),location_cmt,Lat,Long,location_recorder,per,Abb_Name,Prov,City,Sample name,Context,Context2,Context_cmt,Material,Materail_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,collected_season,SUBPHASE,SUBPHASE_cmt,seed_association,seed_cmt,coast_manual,Reference,Remark
184,SNU05-201,,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,04삼목 학술발굴-2,house,9호주거지 4층,중앙노지내,charcoal,,-25.99,,4620,40,Apr_2017 (So),MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,,,,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",
185,SNU05-204,,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,04삼목학술발굴-5,house,11호 주거지 3층,,charcoal,,-27.37,,4770,60,Apr_2017 (So),MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,,,,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",
186,SNU05-343,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 1 lower part (Layer 25-2),,charcoal,,-27.36,,5330,40,Jul 2020 (Kim),IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",FM IG BMI,,T,국립김해박물관 2008,1차보고서
187,SNU05-344,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,pit,Storage pit 1 (Layer 19),,charcoal (annual),Quercus (acorn) shell,-25.47,,4340,40,Jul 2020 (Kim),EC,Early 전기후반 (압인문단선문),,,T,국립김해박물관 2008,1차보고서
188,SNU05-345,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,pit,Storage pit 11 (Layers 19-21 Pit II),,charcoal,,-22.58,,4530,40,Jul 2020 (Kim),EC,Early 전기후반 (압인문단선문),,,T,국립김해박물관 2008,1차보고서
189,SNU05-346,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,pit,Storage pit 12 (Layers 19-21 Pit II),,charcoal,,-20.85,,4680,50,Jul 2020 (Kim),EC,Early 전기후반 (압인문단선문),,,T,국립김해박물관 2008,1차보고서
190,SNU05-347,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,outdoor hearth,Outdoor hearth 2 (Layer 17 Pit IV),,charcoal,,-17.15,,3600,50,Jul 2020 (Kim),MC_or_LC,"later than Middle 중기이후 (태선침선문, 이중구연토기)",,,T,국립김해박물관 2008,1차보고서
191,SNU06-A001,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 1 (Layer 25-1),,shell,,-15.21,,4550,120,Jul 2020 (Kim),EC,"Early 전기전반(압인문, 단선문, 구순각목문)",,,T,국립김해박물관 2008,1차보고서
192,SNU06-A002,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,pit,Storage pit 17 (Layer 26),,shell,,-11.86,,5420,150,Jul 2020 (Kim),EC,"Early 전기전반(압인문, 단선문, 구순각목문)",,,T,국립김해박물관 2008,1차보고서
193,SNU06-201,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,pit,Storage pit 1 (Layer 19 Pit V),,charcoal,,-30.25,,4650,60,Jul 2020 (Kim),EC,Early 전기후반 (압인문단선문),,,T,국립김해박물관 2008,1차보고서
194,SNU06-202,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,outdoor hearth,Outdoor hearth 2 (Layer 17 Pit IV),,charcoal,,-25.38,,3560,60,Jul 2020 (Kim),MC_or_LC,"later than Middle 중기이후 (태선침선문, 이중구연토기)",,,T,국립김해박물관 2008,1차보고서
195,SNU06-203,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 3 (Layer 34),,charcoal,,-29.96,,6270,60,Jul 2020 (Kim),IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,,T,국립김해박물관 2008,1차보고서
196,SNU06-204,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 5 (Layer 41),,charcoal (annual),Juglans shell (wild walnut),-29.86,,6550,50,Jul 2020 (Kim),IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,,T,국립김해박물관 2008,1차보고서
197,SNU06-205,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,pit,Storage pit 2 (Layer 19 Pit V),,wood,Wooden plank,-27.58,,4420,50,Jul 2020 (Kim),IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,,T,국립김해박물관 2008,1차보고서
198,SNU06-206,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,pit,"Storage pit 9 (Layers 19-21, Pit II)",,charcoal (annual),Juglans shell (wild walnut),-26.81,,4900,50,Jul 2020 (Kim),EC,Early 전기후반 (압인문단선문),,,T,국립김해박물관 2008,1차보고서
199,SNU06-207,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,outdoor hearth,Outdoor hearth 4 (Layer 17 Pit IV),,charcoal,,-27.74,,3540,60,Jul 2020 (Kim),MC_or_LC,"later than Middle 중기이후 (태선침선문, 이중구연토기)",,,T,국립김해박물관 2008,1차보고서
200,SNU06-208,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Layer 44,,charcoal,,-27.82,,6670,60,Jul 2020 (Kim),IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,,T,국립김해박물관 2008,1차보고서
201,SNU06-209,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 2 (Layer 31),,wood,,-26.02,,5970,60,Jul 2020 (Kim),IC,"Initial 조기 후반(융기대웅기선복학, 기하학적 문양, 융기-침선복합문, 세침선문-격자문, 산형문, 조형문)",,,T,국립김해박물관 2008,1차보고서
202,SNU06-210,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 4 (Layer 39),,wood,,-25.62,,6390,60,Jul 2020 (Kim),IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,,T,국립김해박물관 2008,1차보고서
203,SNU06-306,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Layer 45,,wood,wooden dugout boat,-26.59,,6800,50,Jul 2020 (Kim),IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,,T,국립김해박물관 2008,1차보고서
204,SNU06-A006,,,여서도 패총,,,Yeoseodo,,1,,33.984959,126.922982,HK,,,전남,완도,,strat,S1W2-탐색TR V층,,shell,,-12.69,,5460,60,Jul 2020 (Kim),,,,,,목포대학교박물관 2007:457-465,
205,SNU06-A007,,,여서도 패총,,,Yeoseodo,,1,,33.984959,126.922982,HK,,,전남,완도,,strat,S1W2-탐색TR V층,,shell,,-12.1,,6050,60,Jul 2020 (Kim),,,,,,목포대학교박물관 2007:457-465,
206,SNU06-A008,,,여서도 패총,,,Yeoseodo,,1,,33.984959,126.922982,HK,,,전남,완도,,strat,S1W1-S2W1 V층,,shell,,-6.19,,5760,80,Jul 2020 (Kim),,,,,,목포대학교박물관 2007:457-465,
207,SNU06-A009,,,여서도 패총,,,Yeoseodo,,1,,33.984959,126.922982,HK,,,전남,완도,,strat,S1W1-탐색TR V층,,shell,,-13.93,,5610,80,Jul 2020 (Kim),,,,,,목포대학교박물관 2007:457-465,
208,SNU06-A010,,,여서도 패총,,,Yeoseodo,,1,,33.984959,126.922982,HK,,,전남,완도,,strat,S1W1-탐색TR Ⅳ층,,shell,,-1.7,,5480,80,Jul 2020 (Kim),,,,,,목포대학교박물관 2007:457-465,
209,SNU06-A011,,,여서도 패총,,,Yeoseodo,,1,,33.984959,126.922982,HK,,,전남,완도,,strat,S1W1-S2W1 Ⅳ층,,shell,,-16,,5650,60,Jul 2020 (Kim),,,,,,목포대학교박물관 2007:457-465,
210,SNU06-A012,,,여서도 패총,,,Yeoseodo,,1,,33.984959,126.922982,HK,,,전남,완도,,strat,S1W1-탐색TR Ⅲ층,,shell,,4.81,,5630,80,Jul 2020 (Kim),,,,,,목포대학교박물관 2007:457-465,
211,SNU06-A013,,,여서도 패총,,,Yeoseodo,,1,,33.984959,126.922982,HK,,,전남,완도,,strat,S1W1-S2W1 Ⅲ층,,shell,,-10.74,,5600,60,Jul 2020 (Kim),,,,,,목포대학교박물관 2007:457-465,
213,SNU06-1133,,,성내리,,,Seongnaeri,,1,,36.8789,127.007758,HK,,,충남,아산,,house,2호주거지노지,,charcoal,,-23.38,,4640,50,Apr_2017 (So),,,,,,충청남도역사문화연구원 2007:204-206.,
215,SNU06-1135,,,성내리,,,Seongnaeri,,1,,36.8789,127.007758,HK,,,충남,아산,,house,4호주거지,,charcoal,,,,4660,50,Jul 2020 (Kim),,,,,,Koo 2011,
216,SNU06-1027,,,노대동,,,Nodaedong,,2,광주효천2지구 아파트내 위치 임의사용,35.10135,126.888119,HK,,,전남,광주,,pit,1호 수혈,,charcoal,,-25.89,,4130,50,Apr_2017 (So),,,,,,전남문화재연구원 2011:185-196,
217,SNU06-1028,,,노대동,,,Nodaedong,,2,광주효천2지구 아파트내 위치 임의사용,35.10135,126.888119,HK,,,전남,광주,,pit,1호 수혈,,charcoal,,-24.24,,4140,50,Apr_2017 (So),,,,,,전남문화재연구원 2011:185-196,
218,SNU06-913,,,방동리,,,Bangdongri,,1,,37.82827,128.878506,HK,,,강원,강릉,,house,신석기 1호 주거지 A,,charcoal,,-25.34,,4790,60,Jul 2020 (Kim),,,,,,초당동 372-3 강원문화재연구소 2010,
219,SNU06-914,,,방동리,,,Bangdongri,,1,,37.82827,128.878506,HK,,,강원,강릉,,house,신석기 1호 주거지 B,,charcoal,,-28.92,,4680,60,Jul 2020 (Kim),,,,,,초당동 372-3 강원문화재연구소 2010,
230,SNU06-173,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,house,1호 주거지 - 1 (2지점),,charcoal,,-24.75,,3930,60,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
231,SNU06-176,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,house,2호 주거지 - 3 (2지점),,charcoal,,-26.53,,3860,50,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
232,SNU06-177,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,house,3호 주거지 내 2호노지,,charcoal,,-29.9,,4040,60,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
233,SNU06-178,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,house,3호 주거지 내 3호 노지,,charcoal,,-27.08,,4050,60,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
234,SNU06-179,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,house,3호 주거지 내 4호 노지,,charcoal,,-27.77,,3990,60,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
235,SNU06-180,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,house,4호 주거지 - 1,,charcoal,,-31.06,,4020,60,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
236,SNU06-181,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,house,4호 주거지 - 2,,charcoal,,,,2890,50,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
237,SNU06-182,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,house,4호 주거지 - 3,,charcoal,,-34.17,,2850,60,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
238,SNU06-183,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,outdoor hearth,1호 야외노지 -1,,charcoal,,-28.83,,2880,60,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
239,SNU06-184,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,outdoor hearth,1호 야외노지-2,,charcoal,,-34.67,,3820,60,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
240,SNU06-185,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,outdoor hearth,1호 야외노지-3,,charcoal,,-23.98,,3700,60,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
241,SNU06-186,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,outdoor hearth,2호 야외노지-1,,charcoal,,-31.93,,3930,60,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
242,SNU06-187,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,outdoor hearth,2호 야외노지-2,,charcoal,,-39.93,,3560,120,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
243,SNU06-188,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,outdoor hearth,2호 야외노지-3,,charcoal,,-31.41,,4220,120,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
244,SNU06-189,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,outdoor hearth,3호 야외노지-1,,charcoal,,-24.13,,4090,50,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
245,SNU06-190,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,outdoor hearth,3호 야외노지-2,,charcoal,,,,4100,50,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
246,SNU06-191,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,outdoor hearth,3호 야외노지-3,,charcoal,,-30.45,,4130,50,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
247,SNU06-192,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,outdoor hearth,4호 야외노지-1,,charcoal,,-24.14,,4080,50,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
248,SNU06-193,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,outdoor hearth,4호 야외노지-2,,charcoal,,-27.41,,4220,50,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
249,SNU06-194,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,outdoor hearth,4호 야외노지-3,,charcoal,,-24.29,,4080,60,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
250,SNU06-195,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,pit,2호 수혈 - 1,,charcoal,,-23,,3980,60,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
251,SNU06-196,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,pit,2호 수혈 - 2,,charcoal,,-22.51,,4170,60,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
252,SNU06-197,,,호평동 지사을,,남양주 사능-호평 유적?,Jisaeul-Hopyeongdong,,1,,37.662236,127.249502,HK,,,경기,남양주,,pit,2호 수혈 - 3,,charcoal,,-22.89,,4070,50,Jul 2020 (Kim),LC,,,,,기전문화재연구원2007. 남양주 호평동 지새울 유적.,
253,SNU06-791,,,동망골,,신갈동 만골 유적,Dongmanggol,,1,,37.28683,127.115182,HK,,,경기,신갈,,pit,수혈,,charcoal,,,,4020,60,Apr_2017 (So),,,,,,명지대박물관 2007:283~314,
254,SNU06-792,,,동망골,,신갈동 만골 유적,Dongmanggol,,1,,37.28683,127.115182,HK,,,경기,신갈,,pit,수혈,,charcoal,,,,4160,80,Apr_2017 (So),,,,,,명지대박물관 2007:283~314,
255,SNU06-794,,,동망골,,신갈동 만골 유적,Dongmanggol,,1,,37.28683,127.115182,HK,,,경기,신갈,,pit,수혈,,charcoal,,,,4200,60,Apr_2017 (So),,,,,,명지대박물관 2007:283~314,
258,SNU06-1138,,,주천리 1619번지,,,Jucheon 1619,,1,"주천리 1691 유적 위치를 사용하였으나, 탄소연대 시료가 이곳에서 출토됬는지는 추후확인필요",37.264956,128.288304,HK,,,강원,영월,,outdoor hearth,1호야외뇌지,주천1,charcoal,,-35.88,,3860,60,Jul 2020 (Kim),,,,,,강원문화재연구소 2009:157-159.,
259,SNU06-1139,,,주천리 1619번지,,,Jucheon 1619,,1,"주천리 1691 유적 위치를 사용하였으나, 탄소연대 시료가 이곳에서 출토됬는지는 추후확인필요",37.26524,128.2886,HK,,,강원,영월,,outdoor hearth,3호야외노지,주천2,charcoal,,-30.96,,3920,70,Jul 2020 (Kim),,,,,,강원문화재연구소 2009:157-159.,
260,SNU06-1140,,,주천리 1619번지,,,Jucheon 1619,,1,"주천리 1691 유적 위치를 사용하였으나, 탄소연대 시료가 이곳에서 출토됬는지는 추후확인필요",37.26524,128.2886,HK,,,강원,영월,,outdoor hearth,8호야외노지,주천3,charcoal,,-27.5,,4180,60,Jul 2020 (Kim),,,,,,강원문화재연구소 2009:157-159.,
264,SNU07-A024,,,안도 패총,,,Ando,,1,,34.4878,127.798902,HK,,,전남,여수,,pit,pit2 Ⅱ층,,shell,,-0.88,,4490,60,Apr_2017 (So),,,,,,국립광주박물관 200:349-362,
265,SNU07-A025,,,안도 패총,,,Ando,,1,,34.4878,127.798902,HK,,,전남,여수,,pit,pit2 Ⅰ층,,shell,,-8.46,,6650,80,Apr_2017 (So),,,,,,국립광주박물관 200:349-362,
266,SNU07-A026,,,안도 패총,,,Ando,,1,,34.4878,127.798902,HK,,,전남,여수,,hearth,1호 노지,,shell,,-8.48,,5370,60,Apr_2017 (So),,,,,,국립광주박물관 200:349-362,
267,SNU07-A027,,,안도 패총,,,Ando,,1,,34.4878,127.798902,HK,,,전남,여수,,hearth,1호 노지,,shell,,-1.5,,6780,60,Apr_2017 (So),,,,,,국립광주박물관 200:349-362,
268,SNU07-525,,,당동리,,,Dangdongri,,1,,37.865239,126.780386,HK,,,경기,파주,,house,1-신석기 주거지 노지 2 내부,,charcoal,,-77.3,,3390,100,Jul 2020 (Kim),,,,,,경기문화재연구원 2009:271~276.,
269,SNU07-466,,,농서리,,,Nongseori,,1,,37.218375,127.086051,HK,,,경기,용인,,house,1호 주거지,북벽부근,charcoal,,-26.19,,4670,50,Jul 2020 (Kim),,,,,,기호문화재연구원 2009:216~227.,
270,SNU07-463,,,농서리,,,Nongseori,,1,,37.218375,127.086051,HK,,,경기,용인,,house,2호 주거지,남벽부근,charcoal,,-29.19,,4360,50,Jul 2020 (Kim),,,,,,기호문화재연구원 2009:216~227.,
271,SNU07-464,,,농서리,,,Nongseori,,1,,37.218375,127.086051,HK,,,경기,용인,,house,2호 주거지,수혈34호와 중복,charcoal,,-23.36,,4190,60,Jul 2020 (Kim),,,,,,기호문화재연구원 2009:216~227.,
272,SNU07-462,,,농서리,,,Nongseori,,1,,37.218375,127.086051,HK,,,경기,용인,,house,2호 주거지,동벽부근,charcoal,,-29.94,,4340,50,Jul 2020 (Kim),,,,,,기호문화재연구원 2009:216~227.,
273,SNU07-467,,,농서리,,,Nongseori,,1,,37.218375,127.086051,HK,,,경기,용인,,house,3호 주거지,서벽부근,charcoal,,-30.51,,4830,50,Jul 2020 (Kim),,,,,,기호문화재연구원 2009:216~227.,
274,SNU07-468,,,농서리,,,Nongseori,,1,,37.218375,127.086051,HK,,,경기,용인,,house,5호 주거지,3번 주공,charcoal,,-33.09,,4530,60,Jul 2020 (Kim),,,,,,기호문화재연구원 2009:216~227.,
275,SNU07-469,,,농서리,,,Nongseori,,1,,37.218375,127.086051,HK,,,경기,용인,,house,5호 주거지,,charcoal,,-28.83,,4480,60,Jul 2020 (Kim),,,,,,기호문화재연구원 2009:216~227.,
