Entry,OR_num,Labcode,Labcode_cmt,Site name,Site name_cmt,Probable correct site name,Site name in English,Corrected_name,location accuracy score (1=best),location_cmt,Lat,Long,location_recorder,per,Abb_Name,Prov,City,Sample name,Context name,Context,Context_cmt,Material,Materail_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,collected_season,SUBPHASE,SUBPHASE_cmt,Reference,Remark
119,OR105,SNU02-455,,남북동,,,Nambukdong,,1,,37.46085,126.410825,HK,,,경기,인천,,,"Hearth 3 (Layer IV, from burnt soil loci under stone pile)",,charcoal,,,,3500,40,Bae_et_al_2013,LC,절대연대는 이르게 나왔으나 어골문 토기문양상 는들유적보다 시기가 늦을 가능성이 크며 대체로 기원전 3000기 중반으로 보왔음,서울대박물관 2006:12-13,
120,OR106,SNU02-456,,남북동,,,Nambukdong,,1,,37.46085,126.410825,HK,,,경기,인천,,,"Hearth 3 (Layer IV, from burnt soil loci under stone pile, 15 cm below from the upper layer)",,charcoal,,,,3840,40,Bae_et_al_2013,LC,절대연대는 이르게 나왔으나 어골문 토기문양상 는들유적보다 시기가 늦을 가능성이 크며 대체로 기원전 3000기 중반으로 보왔음,서울대박물관 2006:12-13,
121,OR107,SNU02-457,,남북동,,,Nambukdong,,1,,37.46085,126.410825,HK,,,경기,인천,,,"Hearth 32-1 (which is an extension from hearth 32, Layer VI, from burnt soil loci under stone pile)",,charcoal,,,,4440,50,Bae_et_al_2013,LC,절대연대는 이르게 나왔으나 어골문 토기문양상 는들유적보다 시기가 늦을 가능성이 크며 대체로 기원전 3000기 중반으로 보왔음,서울대박물관 2006:12-13,
122,OR108,SNU02-458,,남북동,,,Nambukdong,,1,,37.46085,126.410825,HK,,,경기,인천,,,"Hearth 32 (Layer VI, from burnt soil loci under stone pile)",,charcoal,,,,4450,50,Bae_et_al_2013,LC,절대연대는 이르게 나왔으나 어골문 토기문양상 는들유적보다 시기가 늦을 가능성이 크며 대체로 기원전 3000기 중반으로 보왔음,서울대박물관 2006:12-13,
123,OR109,SNU02-459,,남북동,,,Nambukdong,,1,,37.46085,126.410825,HK,,,경기,인천,,,"Hearth 50 (Layer IV, from burnt soil loci under stone pile)",,charcoal,,,,4650,40,Bae_et_al_2013,LC,절대연대는 이르게 나왔으나 어골문 토기문양상 는들유적보다 시기가 늦을 가능성이 크며 대체로 기원전 3000기 중반으로 보왔음,서울대박물관 2006:12-13,
124,OR110,SNU02-460,,남북동,,,Nambukdong,,1,,37.46085,126.410825,HK,,,경기,인천,,,"small hearth adjacent to Hearth 50 (Layer IV, from burnt soil loci under stone pile)",,charcoal,,,,4700,60,Bae_et_al_2013,LC,절대연대는 이르게 나왔으나 어골문 토기문양상 는들유적보다 시기가 늦을 가능성이 크며 대체로 기원전 3000기 중반으로 보왔음,서울대박물관 2006:12-13,
125,OR111,SNU02-461,,남북동,,,Nambukdong,,1,,37.46085,126.410825,HK,,,경기,인천,,,"Hearth 52 (Layer IV, from burnt soil loci under stone pile)",,charcoal,,,,4620,60,Bae_et_al_2013,LC,절대연대는 이르게 나왔으나 어골문 토기문양상 는들유적보다 시기가 늦을 가능성이 크며 대체로 기원전 3000기 중반으로 보왔음,서울대박물관 2006:12-13,
127,OR113,,SNU02-462?,용유도 을왕동,,,Yongyudo Eulwangdong,,1,"해안선 변화로 정확한 위치는 불명하나, 좌표의 위치라 사료됨",37.46216,126.393779,HK,,,경기,인천,,,"Zone I, Hearth 5",,charcoal,,-28,,3810,40,Bae_et_al_2013,LC_or_FC,"Latest in central west; 반관통의 공열문을 시문한 빗살문 토기; 오이도 가운데살막B패총, 삼목도I애서도 확인",서울대박물관 2006:12-13,
128,OR114,SNU02-463,,용유도 을왕동,,,Yongyudo Eulwangdong,,1,"해안선 변화로 정확한 위치는 불명하나, 좌표의 위치라 사료됨",37.46216,126.393779,HK,,,경기,인천,,,"Trench NS-II, Shell midden 2",,oyster shell,,0.3,,4010,60,Bae_et_al_2013,LC_or_FC,"Latest in central west; 반관통의 공열문을 시문한 빗살문 토기; 오이도 가운데살막B패총, 삼목도I애서도 확인",서울대박물관 2006:12-13,
129,OR115,SNU02-464,,용유도 을왕동,,,Yongyudo Eulwangdong,,1,"해안선 변화로 정확한 위치는 불명하나, 좌표의 위치라 사료됨",37.46216,126.393779,HK,,,경기,인천,,,"Trench NS-IV, shellmidden 8",,oyster shell,,-0.2,,4080,60,Bae_et_al_2013,LC_or_FC,"Latest in central west; 반관통의 공열문을 시문한 빗살문 토기; 오이도 가운데살막B패총, 삼목도I애서도 확인",서울대박물관 2006:12-13,
130,OR116,,,용유도,,,Yongyudo,,3,임의로 용유도 을왕동 좌표사용,37.46216,126.393779,HK,,,경기,인천,,,A-3 dwelling,,charcoal,,,,4220,70,Bae_et_al_2013,,,,
131,OR117,SNU02-477,,동호동,,,Donghodong,,1,"대구광역시 북구 동호동 477번지 유적 (영남문화재연구원, 2005) 위치를 사용하였으나, 이 유적은 청동기,삼국 유적",35.96059,128.558791,HK,,,경북,대구,,,DDC3,,charcoal,,,,4700,40,Bae_et_al_2013,,,,
132,OR118,SNU01-395,,동호동,,,Donghodong,,1,"대구광역시 북구 동호동 477번지 유적 (영남문화재연구원, 2005) 위치를 사용하였으나, 이 유적은 청동기,삼국 유적",35.96059,128.558791,HK,,,경북,대구,,,,,charcoal,,,,3760,40,Bae_et_al_2013,,,,
133,OR119,SNU02-213,,하화계리,,,Hahaegyeri,,2,하화계1리 홍천강 충적지를 좌표를 사용,37.68141,127.857005,HK,,,강원,홍천,,,,,charcoal,,,,3630,110,Bae_et_al_2013,,,,
134,OR120,SNU02-319,,하화계리,,,Hahaegyeri,,2,하화계1리 홍천강 충적지를 좌표를 사용,37.68141,127.857005,HK,,,강원,홍천,,,,,charcoal,,,,4450,60,Bae_et_al_2013,,,,
135,OR121,SNU02-395,,관평동,,,Gwanpyeongdong,,2,"관평동 태크노밸리 (청동기유적)의 좌표를 사용하였으나, 정확한 신석기 유구의 위치는 추가확인필요",36.42064,127.385065,HK,,,충남,대전,,,,,charcoal,,,,4250,50,Bae_et_al_2013,,,,
136,OR122,SNU02-396,,관평동,,,Gwanpyeongdong,,2,"관평동 태크노밸리 (청동기유적)의 좌표를 사용하였으나, 정확한 신석기 유구의 위치는 추가확인필요",36.42064,127.385065,HK,,,충남,대전,,,,,charcoal,,,,4410,80,Bae_et_al_2013,,,,
137,OR123,SNU02-397,,관평동,,,Gwanpyeongdong,,2,"관평동 태크노밸리 (청동기유적)의 좌표를 사용하였으나, 정확한 신석기 유구의 위치는 추가확인필요",36.42064,127.385065,HK,,,충남,대전,,,,,charcoal,,,,4370,60,Bae_et_al_2013,,,,
138,OR124,SNU02-449,,산단리,,,Sandanri,,4,산단리내 임의위치사용,36.582839,127.354753,HK,,,충남,대전,,,,,charcoal,,,,4490,70,Bae_et_al_2013,,,,
139,OR125,SNU02-713,,신풍리 창홍,,,Changhong-Shinpungri,,,"제주의 신풍리가 유력하나, 전국의 신풍리중 어느유적인지 추정불가",,,HK,,,충남,대전,,,,,charcoal,,,,4680,70,Bae_et_al_2013,,,,
140,OR126,SNU02-096,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,,,pottery temper,,,,6230,320,Bae_et_al_2013,,,original source? did not see in the report,
141,OR127,SNU02-096,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,,,pottery temper,,,,6010,60,Bae_et_al_2013,,,original source? did not see in the report,
142,OR128,AA-38105,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,,,temper,,,,10180,65,Bae_et_al_2013,,,"박근태 2012:24, So says material is charcoal",
143,OR129,AA-38106,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,,,temper,,,,4480,45,Bae_et_al_2013,,,original source? did not see in the report,
144,OR130,SNU03-296,,밀양 살내,,,Salnae,,1,,35.49571,128.784416,HK,,,경남,밀양,,,13호수혈(야외노지),,charcoal,,-27.5,,4960,40,Bae_et_al_2013,EC,,경남발전연구원 2005:355-346.,context corrected with So's info
145,OR131,SNU03-34,,화대리,,,Hwadaeri,,1,,37.98228,127.3331,HK,,,경기,포천,,,,,,,,,4870,40,Bae_et_al_2013,,,,
146,OR132,SNU03-633,,오이도 안말,,,Anmal-Oido,,2,오이도 유적의 좌표를 사용하였으나 안말유적의 위치는 추가확인 필요,37.34557,126.6952,HK,,,경기,시흥,,,2nd outdoor of A site,,charcoal,,,,4880,60,Bae_et_al_2013,,,,
147,OR133,SNU03-634,,오이도 안말,,,Anmal-Oido,,2,오이도 유적의 좌표를 사용하였으나 안말유적의 위치는 추가확인 필요,37.34557,126.6952,HK,,,경기,시흥,,,24th outdoor of A site,,charcoal,,,,5140,80,Bae_et_al_2013,,,,
148,OR134,SNU03-635,,오이도 안말,,,Anmal-Oido,,2,오이도 유적의 좌표를 사용하였으나 안말유적의 위치는 추가확인 필요,37.34557,126.6952,HK,,,경기,시흥,,,27th outdoor of A site,,charcoal,,,,4690,60,Bae_et_al_2013,,,,
149,OR135,SNU03-636,,오이도 안말,,,Anmal-Oido,,2,오이도 유적의 좌표를 사용하였으나 안말유적의 위치는 추가확인 필요,37.34557,126.6952,HK,,,경기,시흥,,,27th outdoor of A site,,charcoal,,,,4700,60,Bae_et_al_2013,,,,
150,OR136,SNU03-637,,오이도 안말,,,Anmal-Oido,,2,오이도 유적의 좌표를 사용하였으나 안말유적의 위치는 추가확인 필요,37.34557,126.6952,HK,,,경기,시흥,,,30th outdoor of A site,,charcoal,,,,4710,50,Bae_et_al_2013,,,,
151,OR137,SNU03-899,,내흥동,,,Naeheungdong,,2,신석기 유구의 위치확인필요,35.98624,126.769415,HK,,,전북,군산,,,KNH-10,,charcoal,,,,3880,60,Bae_et_al_2013,,,,
152,OR138,SNU04-409,,연당 쌍굴,,,Ssanggol-Yeondang,,1,,37.18836,128.406844,HK,,,강원,평창,,,1-1 charcoal,,,,,,3520,80,Bae_et_al_2013,,,,
153,OR139,SNU04-415,,연당 쌍굴,,,Ssanggol-Yeondang,,1,,37.18836,128.406844,HK,,,강원,평창,,,2-10 charcoal,,,,,,3800,100,Bae_et_al_2013,,,,
154,OR140,SNU04-410,,연당 쌍굴,,,Ssanggol-Yeondang,,1,,37.18836,128.406844,HK,,,강원,평창,,,1-2 charcoal,,,,,,4350,70,Bae_et_al_2013,,,,
155,OR141,SNU04-413,,연당 쌍굴,,,Ssanggol-Yeondang,,1,,37.18836,128.406844,HK,,,강원,평창,,,2-8 charcoal,,,,,,4440,40,Bae_et_al_2013,,,,
156,OR142,SNU04-414,,연당 쌍굴,,,Ssanggol-Yeondang,,1,,37.18836,128.406844,HK,,,강원,평창,,,2-9 charcoal,,,,,,4010,80,Bae_et_al_2013,,,,
157,OR143,SNU04-698,,역내리,,,Yeuknari,,1,,37.8326,128.012957,HK,,,강원,홍천,,,1호주거지,,,,,,4100,80,Bae_et_al_2013,,,,
158,OR144,SNU04-699,,역내리,,,Yeuknari,,1,,37.8326,128.012957,HK,,,강원,홍천,,,2호주거지,,,,,,4190,60,Bae_et_al_2013,,,,
159,OR145,SNU04-700,,역내리,,,Yeuknari,,1,,37.8326,128.012957,HK,,,강원,홍천,,,3rd dwelling 21,,,,,,4350,60,Bae_et_al_2013,,,,
160,OR146,SNU04-701,,역내리,,,Yeuknari,,1,,37.8326,128.012957,HK,,,강원,홍천,,,,,,,,,4230,60,Bae_et_al_2013,,,,
161,OR147,SNU04-702,,역내리,,,Yeuknari,,1,,37.8326,128.012957,HK,,,강원,홍천,,,,,,,,,4100,60,Bae_et_al_2013,,,,
162,OR148,SNU04-703,,역내리,,,Yeuknari,,1,,37.8326,128.012957,HK,,,강원,홍천,,,,,,,,,3890,60,Bae_et_al_2013,,,,
163,OR149,SNU04-704,,역내리,,,Yeuknari,,1,,37.8326,128.012957,HK,,,강원,홍천,,,,,,,,,4130,60,Bae_et_al_2013,,,,
164,OR150,SNU05-799,,까치산 패총,,,Kkachisan,,1,,37.66406,125.708612,HK,,,경기,인천,,,D2 pit V layer12,,dog bone,,,,5520,50,Bae_et_al_2013,,,,
165,OR151,SNU05-802,,까치산 패총,,,Kkachisan,,1,,37.66406,125.708612,HK,,,경기,인천,,,"1 B4 pit railing (kyoran) Brown (?) shell midden, shell sample",,"human bone (adult), shell",,,,4580,60,Bae_et_al_2013,,,,
166,OR152,SNU05-A017,,까치산 패총,,,Kkachisan,,1,,37.66406,125.708612,HK,,,경기,인천,,,X-2 layer of B3 pit,,shell,,,,5020,40,Bae_et_al_2013,,,,
167,OR153,SNU05-A018,,까치산 패총,,,Kkachisan,,1,,37.66406,125.708612,HK,,,경기,인천,,,IX-6 layer of B3 pit,,shell,,,,5250,70,Bae_et_al_2013,,,,
168,OR154,SNU05-A019,,까치산 패총,,,Kkachisan,,1,,37.66406,125.708612,HK,,,경기,인천,,,IX-5 layer of B3 pit,,shell,,,,5370,70,Bae_et_al_2013,,,,
169,OR155,SNU05-A020,,까치산 패총,,,Kkachisan,,1,,37.66406,125.708612,HK,,,경기,인천,,,VII-1 layer of B3 pit,,shell,,,,5060,110,Bae_et_al_2013,,,,
170,OR156,SNU05-A021,,까치산 패총,,,Kkachisan,,1,,37.66406,125.708612,HK,,,경기,인천,,,V-15 layer of bulk between D3 pit with D4 pit,,shell,,,,5090,50,Bae_et_al_2013,,,,
171,OR157,SNU03-255,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM01-1,,House 1 infill,,charcoal,,,,4700,40,Bae_et_al_2013,MC,삼목도의 동일문계토기는 기존에 알려진 개체보다 연대가 이르며 구분문계 토기와 함께 사용; 갈돌형태는 양단 돌출형이 아니라 봉상형으로 수기단계보다 이른시기의 양상,서울대학교 박물관 2009,
172,OR158,SNU03-256,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM01-2,,House 1 floor,,charcoal,,,,4780,40,Bae_et_al_2013,MC,,서울대학교 박물관 2009,
173,OR159,SNU03-257,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM02-1,,House 2 infill,,charcoal,,,,4670,80,Bae_et_al_2013,MC,,서울대학교 박물관 2009,
174,OR160,SNU03-258,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM02-2,,House 2 hearth,,charcoal,,,,4800,80,Bae_et_al_2013,MC,,서울대학교 박물관 2009,
175,OR161,SNU03-259,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM03-1,,House 3 infill,,charcoal,,,,4610,40,Bae_et_al_2013,MC,,서울대학교 박물관 2009,
176,OR162,SNU03-260,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM04-1,,House 4 infill,,charcoal,,,,4340,50,Bae_et_al_2013,MC,,서울대학교 박물관 2009,
177,OR163,SNU03-261,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM04-2,,House 4 floor,,charcoal,,,,4310,80,Bae_et_al_2013,MC,,서울대학교 박물관 2009,
178,OR164,SNU03-262,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM05-1,,House 5 upper layer,,charcoal,,,,4540,50,Bae_et_al_2013,MC,,서울대학교 박물관 2009,
179,OR165,SNU03-263,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM05-2,,House 5 floor,,charcoal,,,,4510,50,Bae_et_al_2013,MC,,서울대학교 박물관 2009,
180,OR166,SNU03-264,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,SM08-1,,House 8 infill,,charcoal,,,,4480,60,Bae_et_al_2013,MC,사선대문 토기,서울대학교 박물관 2009,
181,OR167,SNU05-741,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,삼목도 11,,11호 주거지 3층,,charcoal,,-33.12,,4530,50,Bae_et_al_2013,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",
182,OR168,SNU05-742,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,삼목도 1-1,,1호 집석유구,,charcoal,,-15.98,,3830,50,Bae_et_al_2013,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",
183,OR169,SNU05-743,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,삼목도 1-2,,1호 집석유구,,charcoal,,-30.98,,3840,50,Bae_et_al_2013,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",
184,OR170,SNU05-201,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,04삼목 학술발굴-2,,9호주거지 4층 (중앙노지내),,charcoal,,-25.99,,4620,40,Bae_et_al_2013,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",
185,OR171,SNU05-204,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,04삼목학술발굴-5,,11호 주거지 3층,,charcoal,,-27.37,,4770,60,Bae_et_al_2013,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",
186,OR172,SNU05-343,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Shell layer 1 lower part (Layer 25-2),,charcoal,,-27.36,,5330,40,Bae_et_al_2013,IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,
187,OR173,SNU05-344,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Storage pit 1 (Layer 19),,Quercus (acorn) shell,,-25.47,,4340,40,Bae_et_al_2013,EC,Early 전기후반 (압인문단선문),,
188,OR174,SNU05-345,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Storage pit 11 (Layers 19-21),,charcoal,,-22.58,,4530,40,Bae_et_al_2013,EC,Early 전기후반 (압인문단선문),,
189,OR175,SNU05-346,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Storage pit 12 (Layers 19-21),,charcoal,,-20.85,,4680,50,Bae_et_al_2013,EC,Early 전기후반 (압인문단선문),,
190,OR176,SNU05-347,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Outdoor hearth 2 (Layer 17),,charcoal,,-17.15,,3600,50,Bae_et_al_2013,MC_or_LC,"later than Middle 중기이후 (태선침선문, 이중구연토기)",,
191,OR177,SNU06-A001,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Shell layer 1 (Layer 25-1),,shell,,-15.21,,4550,120,Bae_et_al_2013,EC,"Early 전기전반(압인문, 단선문, 구순각목문)",,
192,OR178,SNU06-A002,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Storage pit 17 (Layer 26),,shell,,-11.86,,5420,150,Bae_et_al_2013,EC,"Early 전기전반(압인문, 단선문, 구순각목문)",,
193,OR179,SNU06-201,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Storage pit 1 (Layer 19),,charcoal,,-30.25,,4650,60,Bae_et_al_2013,EC,Early 전기후반 (압인문단선문),,
194,OR180,SNU06-202,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Outdoor hearth 2 (Layer 17),,charcoal,,-25.38,,3560,60,Bae_et_al_2013,MC_or_LC,"later than Middle 중기이후 (태선침선문, 이중구연토기)",,
195,OR181,SNU06-203,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Shell layer 3 (Layer 34),,charcoal,,-29.96,,6270,60,Bae_et_al_2013,IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,
196,OR182,SNU06-204,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Shell layer 5 (Layer 41),,Juglans shell (wild walnut),,-29.86,,6550,50,Bae_et_al_2013,IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,
197,OR183,SNU06-205,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Storage pit 2 (Layer 19),,Wooden plank,,-27.58,,4420,50,Bae_et_al_2013,IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,
198,OR184,SNU06-206,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Storage pit 9 (Layers 19-21),,Juglans shell (wild walnut),,-26.81,,4900,50,Bae_et_al_2013,EC,Early 전기후반 (압인문단선문),,
199,OR185,SNU06-207,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Outdoor hearth 4 (Layer 17),,charcoal,,-27.74,,3540,60,Bae_et_al_2013,MC_or_LC,"later than Middle 중기이후 (태선침선문, 이중구연토기)",,
200,OR186,SNU06-208,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Layer 44,,charcoal,,-27.82,,6670,60,Bae_et_al_2013,IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,
201,OR187,SNU06-209,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Shell layer 2 (Layer 31),,wood,,-26.02,,5970,60,Bae_et_al_2013,IC,"Initial 조기 후반(융기대웅기선복학, 기하학적 문양, 융기-침선복합문, 세침선문-격자문, 산형문, 조형문)",,
202,OR188,SNU06-210,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Shell layer 4 (Layer 39),,wood,,-25.62,,6390,60,Bae_et_al_2013,IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,
203,OR189,SNU06-306,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,,Layer 45,,wooden dugout boat,,-26.59,,6800,50,Bae_et_al_2013,IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",,
204,OR190,SNU06-A006,,여서도 패총,,,Yeoseodo,,2,동사면 구릉의 한지점을 위치를 임의사용,33.98619,126.924763,HK,,,전남,완도,,,S1W2-탐색TR V층,,shell,,-12.69,,5460,60,Bae_et_al_2013,,,목포대학교박물관 2007:457-465,
205,OR191,SNU06-A007,,여서도 패총,,,Yeoseodo,,2,동사면 구릉의 한지점을 위치를 임의사용,33.98619,126.924763,HK,,,전남,완도,,,S1W2-탐색TR V층,,shell,,-12.1,,6050,80,Bae_et_al_2013,,,목포대학교박물관 2007:457-465,So says STD is 60
206,OR192,SNU06-A008,,여서도 패총,,,Yeoseodo,,2,동사면 구릉의 한지점을 위치를 임의사용,33.98619,126.924763,HK,,,전남,완도,,,S1W1-S2W1 V층,,shell,,-6.19,,5760,80,Bae_et_al_2013,,,목포대학교박물관 2007:457-465,
207,OR193,SNU06-A009,,여서도 패총,,,Yeoseodo,,2,동사면 구릉의 한지점을 위치를 임의사용,33.98619,126.924763,HK,,,전남,완도,,,S1W1-탐색TR V층,,shell,,-13.93,,5610,80,Bae_et_al_2013,,,목포대학교박물관 2007:457-465,
208,OR194,SNU06-A010,,여서도 패총,,,Yeoseodo,,2,동사면 구릉의 한지점을 위치를 임의사용,33.98619,126.924763,HK,,,전남,완도,,,S1W1-탐색TR Ⅳ층,,shell,,-1.7,,5480,80,Bae_et_al_2013,,,목포대학교박물관 2007:457-465,
